0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,20.4%,22.0%,57.4%,Plumas,2021-04-04,2021-04-03,2021-04-05 01:02:38
0.5%,33.1%,26.3%,40.1%,Riverside,2021-04-04,2021-04-03,2021-04-05 01:02:40
0.5%,37.8%,25.5%,36.2%,Sacramento,2021-04-04,2021-04-03,2021-04-05 01:02:43
0.3%,39.8%,26.4%,33.5%,San Benito,2021-04-04,2021-04-03,2021-04-05 01:02:45
0.6%,38.2%,27.1%,34.1%,San Bernardino,2021-04-04,2021-04-03,2021-04-05 01:02:47
0.5%,37.8%,23.3%,38.4%,San Diego,2021-04-04,2021-04-03,2021-04-05 01:02:50
0.4%,46.3%,24.2%,29.2%,San Francisco,2021-04-04,2021-04-03,2021-04-05 01:02:53
0.6%,37.4%,26.7%,35.3%,San Joaquin,2021-04-04,2021-04-03,2021-04-05 01:02:55
0.3%,29.0%,22.3%,48.4%,San Luis Obispo,2021-04-04,2021-04-03,2021-04-05 01:02:57
0.6%,39.6%,25.6%,34.1%,San Mateo,2021-04-04,2021-04-03,2021-04-05 01:03:00
0.4%,36.1%,23.8%,39.7%,Santa Barbara,2021-04-04,2021-04-03,2021-04-05 01:03:02
0.7%,39.7%,26.0%,33.6%,Santa Clara,2021-04-04,2021-04-03,2021-04-05 01:03:05
0.5%,36.7%,24.6%,38.2%,Santa Cruz,2021-04-04,2021-04-03,2021-04-05 01:03:07
0.3%,23.9%,23.8%,52.0%,Shasta,2021-04-04,2021-04-03,2021-04-05 01:03:10
0.0%,21.3%,27.9%,50.8%,Sierra,2021-04-04,2021-04-02,2021-04-05 01:03:12
0.4%,22.2%,23.5%,53.9%,Siskiyou,2021-04-04,2021-04-03,2021-04-05 01:03:15
0.4%,34.7%,27.2%,37.7%,Solano,2021-04-04,2021-04-03,2021-04-05 01:03:17
0.5%,33.7%,25.1%,40.7%,Sonoma,2021-04-04,2021-04-03,2021-04-05 01:03:20
0.8%,36.7%,26.7%,35.8%,Stanislaus,2021-04-04,2021-04-03,2021-04-05 01:03:22
0.2%,33.0%,26.8%,40.0%,Sutter,2021-04-04,2021-04-03,2021-04-05 01:03:25
0.3%,25.0%,26.6%,48.1%,Tehama,2021-04-04,2021-04-03,2021-04-05 01:03:27
0.1%,20.3%,24.1%,55.6%,Trinity,2021-04-04,2021-04-02,2021-04-05 01:03:30
0.7%,42.3%,26.5%,30.5%,Tulare,2021-04-04,2021-04-03,2021-04-05 01:03:33
0.1%,19.8%,25.8%,54.3%,Tuolumne,2021-04-04,2021-04-03,2021-04-05 01:03:35
0.6%,36.2%,26.0%,37.2%,Ventura,2021-04-04,2021-04-03,2021-04-05 01:03:38
0.6%,44.1%,23.6%,31.7%,Yolo,2021-04-04,2021-04-03,2021-04-05 01:03:41
0.2%,31.3%,26.9%,41.7%,Yuba,2021-04-04,2021-04-03,2021-04-05 01:03:43
