0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0%,18.9%,27.5%,53.6%,Sierra,2021-03-21,2021-03-18,2021-03-22 10:27:09
0.4%,20%,22.3%,57.4%,Siskiyou,2021-03-21,2021-03-20,2021-03-22 10:27:13
0.3%,32.3%,24.6%,42.8%,Solano,2021-03-21,2021-03-20,2021-03-22 10:27:16
0.2%,30.6%,20.7%,48.4%,Sonoma,2021-03-21,2021-03-20,2021-03-22 10:27:19
0.5%,32.2%,24.5%,42.9%,Stanislaus,2021-03-21,2021-03-20,2021-03-22 10:27:23
0.2%,30.2%,23.7%,45.9%,Sutter,2021-03-21,2021-03-20,2021-03-22 10:27:27
0%,24.4%,23.2%,52.4%,Tehama,2021-03-21,2021-03-20,2021-03-22 10:27:30
0%,18.9%,20.7%,60.3%,Trinity,2021-03-21,2021-03-20,2021-03-22 10:27:33
0.4%,40.3%,24.8%,34.5%,Tulare,2021-03-21,2021-03-20,2021-03-22 10:27:37
0.1%,17.6%,22.3%,59.9%,Tuolumne,2021-03-21,2021-03-19,2021-03-22 10:27:40
0.3%,34.1%,21.2%,44.3%,Ventura,2021-03-21,2021-03-20,2021-03-22 10:27:44
0.4%,41.4%,20.6%,37.6%,Yolo,2021-03-21,2021-03-20,2021-03-22 10:27:47
0.1%,27.7%,22.2%,50%,Yuba,2021-03-21,2021-03-20,2021-03-22 10:27:50
