0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.1%,31.1%,21%,47.8%,Napa,2021-03-18,2021-03-17,2021-03-19 12:30:07
0.1%,17.8%,15.7%,66.3%,Nevada,2021-03-18,2021-03-17,2021-03-19 12:30:10
0.1%,30.9%,19.2%,49.8%,Orange,2021-03-18,2021-03-17,2021-03-19 12:30:14
0.1%,24.3%,18.2%,57.4%,Placer,2021-03-18,2021-03-17,2021-03-19 12:30:17
0%,18.6%,15.8%,65.6%,Plumas,2021-03-18,2021-03-17,2021-03-19 12:30:21
0.1%,28%,19.9%,52.1%,Riverside,2021-03-18,2021-03-17,2021-03-19 12:30:24
0.1%,32.9%,21.3%,45.7%,Sacramento,2021-03-18,2021-03-17,2021-03-19 12:30:28
0%,32.8%,20.7%,46.4%,San Benito,2021-03-18,2021-03-17,2021-03-19 12:30:32
0.1%,33.2%,21.6%,45.1%,San Bernardino,2021-03-18,2021-03-17,2021-03-19 12:30:35
0.1%,31.7%,18.2%,50%,San Diego,2021-03-18,2021-03-17,2021-03-19 12:30:39
0.1%,40.3%,20.6%,38.9%,San Francisco,2021-03-18,2021-03-17,2021-03-19 12:30:42
0.2%,30.4%,22.1%,47.3%,San Joaquin,2021-03-18,2021-03-17,2021-03-19 12:30:45
0%,21.8%,14.9%,63.2%,San Luis Obispo,2021-03-18,2021-03-17,2021-03-19 12:30:49
0.2%,34.2%,20.9%,44.7%,San Mateo,2021-03-18,2021-03-17,2021-03-19 12:30:52
0.1%,26.9%,15.9%,57.2%,Santa Barbara,2021-03-18,2021-03-17,2021-03-19 12:30:56
0.1%,32%,19.9%,48%,Santa Clara,2021-03-18,2021-03-17,2021-03-19 12:30:59
0.1%,31.5%,19.2%,49.3%,Santa Cruz,2021-03-18,2021-03-17,2021-03-19 12:31:03
0.1%,21.2%,19.5%,59.2%,Shasta,2021-03-18,2021-03-17,2021-03-19 12:31:06
0%,17%,26.2%,56.9%,Sierra,2021-03-18,2021-03-17,2021-03-19 12:31:10
0.1%,18%,20.3%,61.6%,Siskiyou,2021-03-18,2021-03-17,2021-03-19 12:31:13
0.1%,30.7%,22.1%,47.1%,Solano,2021-03-18,2021-03-17,2021-03-19 12:31:17
0.1%,28.9%,19.5%,51.6%,Sonoma,2021-03-18,2021-03-17,2021-03-19 12:31:20
0.3%,29.5%,22.5%,47.8%,Stanislaus,2021-03-18,2021-03-17,2021-03-19 12:31:24
0.1%,27%,21.2%,51.7%,Sutter,2021-03-18,2021-03-17,2021-03-19 12:31:27
0%,23.4%,22.2%,54.4%,Tehama,2021-03-18,2021-03-17,2021-03-19 12:31:31
0%,16.7%,18.2%,65%,Trinity,2021-03-18,2021-03-17,2021-03-19 12:31:34
0.1%,38.3%,23.9%,37.7%,Tulare,2021-03-18,2021-03-17,2021-03-19 12:31:38
0.1%,16.3%,19.8%,63.8%,Tuolumne,2021-03-18,2021-03-17,2021-03-19 12:31:41
0.1%,30.4%,19.3%,50.2%,Ventura,2021-03-18,2021-03-17,2021-03-19 12:31:45
0.2%,39.5%,19.7%,40.6%,Yolo,2021-03-18,2021-03-17,2021-03-19 12:31:48
0.1%,24.7%,19.5%,55.7%,Yuba,2021-03-18,2021-03-17,2021-03-19 12:31:52
