0-17,18-49,50-64,65+,County,Date Updated,Date Data,Date Scraped
0.4%,41.8%,25.1%,32.7%,Monterey,2021-04-05,2021-04-04,2021-04-05 18:36:29
0.4%,37.2%,24.5%,37.8%,Napa,2021-04-05,2021-04-04,2021-04-05 18:36:31
0.5%,22.9%,23.4%,53.1%,Nevada,2021-04-05,2021-04-04,2021-04-05 18:36:34
0.6%,39.0%,25.7%,34.7%,Orange,2021-04-05,2021-04-04,2021-04-05 18:36:36
0.6%,29.0%,24.2%,46.3%,Placer,2021-04-05,2021-04-04,2021-04-05 18:36:39
0.1%,20.4%,22.0%,57.4%,Plumas,2021-04-05,2021-04-04,2021-04-05 18:36:42
0.5%,33.2%,26.3%,40.0%,Riverside,2021-04-05,2021-04-04,2021-04-05 18:36:45
0.6%,37.9%,25.6%,36.0%,Sacramento,2021-04-05,2021-04-04,2021-04-05 18:36:48
0.3%,39.8%,26.5%,33.3%,San Benito,2021-04-05,2021-04-04,2021-04-05 18:36:50
0.6%,38.2%,27.2%,34.0%,San Bernardino,2021-04-05,2021-04-04,2021-04-05 18:36:53
0.5%,38.0%,23.5%,38.0%,San Diego,2021-04-05,2021-04-04,2021-04-05 18:36:56
0.4%,46.4%,24.4%,28.8%,San Francisco,2021-04-05,2021-04-04,2021-04-05 18:36:58
0.6%,37.5%,26.8%,35.1%,San Joaquin,2021-04-05,2021-04-04,2021-04-05 18:37:01
0.4%,29.1%,22.4%,48.1%,San Luis Obispo,2021-04-05,2021-04-04,2021-04-05 18:37:04
0.7%,39.7%,25.9%,33.7%,San Mateo,2021-04-05,2021-04-04,2021-04-05 18:37:07
0.4%,36.3%,23.9%,39.5%,Santa Barbara,2021-04-05,2021-04-04,2021-04-05 18:37:09
0.7%,39.9%,26.2%,33.3%,Santa Clara,2021-04-05,2021-04-04,2021-04-05 18:37:12
0.5%,36.8%,24.8%,38.0%,Santa Cruz,2021-04-05,2021-04-04,2021-04-05 18:37:15
0.3%,24.0%,24.1%,51.6%,Shasta,2021-04-05,2021-04-04,2021-04-05 18:37:17
0.0%,21.3%,27.9%,50.8%,Sierra,2021-04-05,2021-04-02,2021-04-05 18:37:20
0.4%,22.2%,23.5%,53.9%,Siskiyou,2021-04-05,2021-04-04,2021-04-05 18:37:23
0.4%,34.8%,27.3%,37.5%,Solano,2021-04-05,2021-04-04,2021-04-05 18:37:26
0.5%,33.8%,25.2%,40.5%,Sonoma,2021-04-05,2021-04-04,2021-04-05 18:37:28
0.8%,36.8%,26.7%,35.7%,Stanislaus,2021-04-05,2021-04-04,2021-04-05 18:37:31
0.2%,33.1%,26.9%,39.8%,Sutter,2021-04-05,2021-04-04,2021-04-05 18:37:33
0.3%,25.0%,26.7%,48.1%,Tehama,2021-04-05,2021-04-03,2021-04-05 18:37:36
0.1%,20.4%,24.1%,55.5%,Trinity,2021-04-05,2021-04-03,2021-04-05 18:37:38
0.7%,42.3%,26.5%,30.4%,Tulare,2021-04-05,2021-04-04,2021-04-05 18:37:42
0.1%,19.8%,25.8%,54.3%,Tuolumne,2021-04-05,2021-04-04,2021-04-05 18:37:44
0.6%,36.2%,26.2%,37.0%,Ventura,2021-04-05,2021-04-04,2021-04-05 18:37:47
0.6%,44.3%,23.7%,31.3%,Yolo,2021-04-05,2021-04-04,2021-04-05 18:37:50
0.2%,31.3%,27.0%,41.5%,Yuba,2021-04-05,2021-04-04,2021-04-05 18:37:52
